"queriedName","foundName","obsid","sourceNumber","sourceRA","sourceDec"
"NGC 253","NGC   253",3931,70,11.9293335421,-25.2229897733
"NGC 253","NGC   253",3931,71,11.9534566096,-25.2142080109
"NGC 253","NGC   253",3931,72,12.0001735201,-25.164835789
"NGC 253","NGC   253",3931,73,11.934780563,-25.4476514773
"NGC 253","NGC   253",3931,74,11.7961536,-25.3919530046
"NGC 253","NGC   253",3931,75,11.7926153383,-25.375367564
"NGC 253","NGC   253",3931,76,11.8920817986,-25.2977561989
"NGC 253","NGC   253",3931,77,11.8906563399,-25.2972600787
"NGC 253","NGC   253",3931,78,11.8996019868,-25.2940401123
"NGC 253","NGC   253",3931,79,11.8983669423,-25.2921076915
"NGC 253","NGC   253",3931,80,11.8835679242,-25.2836013082
"NGC 253","NGC   253",3931,81,11.9562863125,-25.2265874538
"NGC 253","NGC   253",3931,82,12.0017061358,-25.1648264827
"NGC5471B","CXOU J140429.1+542353",2779,1,211.069548639,54.2708648326
"NGC5471B","CXOU J140429.1+542353",2779,2,211.121759384,54.398068926
"NGC5471B","CXOU J140429.1+542353",2779,3,211.235051441,54.3983684673
"NGC5471B","CXOU J140429.1+542353",2779,4,211.315662802,54.4158358058
"NGC5471B","CXOU J140429.1+542353",2779,5,211.314357192,54.4164349512
"NGC5471B","CXOU J140429.1+542353",2779,6,211.104590105,54.4314107341
"NGC5471B","CXOU J140429.1+542353",2779,7,211.059188698,54.4346369801
"NGC 602","NGC   602",10985,1,22.3756488842,-73.5530065117
"NGC 602","NGC   602",10985,2,21.9432618597,-73.549822813
"2MASX J12293498+0803286","2MASX J12293498+0803286",8107,1,187.365762554,8.10850768604
"2MASX J12293498+0803286","2MASX J12293498+0803286",8107,2,187.39509925,8.15876211405
"NGC 4472","M  49",12889,1,187.43330747,7.92576111811
"NGC 4472","M  49",12889,2,187.47628198,7.93675030056
"NGC 4472","M  49",12889,3,187.372462341,7.94420645301
"NGC 4472","M  49",12889,4,187.426007801,7.95053966197
"NGC 4472","M  49",12889,5,187.412518679,7.9537092209
"NGC 4472","M  49",12889,6,187.432399435,7.95434345608
"NGC 4472","M  49",12889,7,187.475898041,7.95562530571
"NGC 4472","M  49",12889,8,187.422404278,7.95746292852
"NGC 4472","M  49",12889,9,187.486337502,7.95769510831
"NGC 4472","M  49",12889,10,187.490354572,7.95798587148
"NGC 4472","M  49",12889,11,187.440787866,7.96197934473
"NGC 4472","M  49",12889,12,187.420827982,7.96234043248
"NGC 4472","M  49",12889,13,187.455628059,7.9648003235
"NGC 4472","M  49",12889,14,187.411160967,7.96555122797
"NGC 4472","M  49",12889,15,187.46491535,7.96626113435
"NGC 4472","M  49",12889,16,187.389761433,7.96681131325
"NGC 4472","M  49",12889,17,187.440559947,7.96910785986
"NGC 4472","M  49",12889,18,187.470000822,7.97202828773
"NGC 4472","M  49",12889,19,187.423668594,7.97250179449
"NGC 4472","M  49",12889,20,187.465232951,7.97328441562
"NGC 4472","M  49",12889,21,187.422948004,7.9755466718
"NGC 4472","M  49",12889,22,187.381880135,7.97588195246
"NGC 4472","M  49",12889,23,187.446399955,7.97603152279
"NGC 4472","M  49",12889,24,187.510572261,7.97748998828
"NGC 4472","M  49",12889,25,187.433724416,7.97796631598
"NGC 4472","M  49",12889,26,187.442824265,7.97869507808
"NGC 4472","M  49",12889,27,187.407407245,7.97930357645
"NGC 4472","M  49",12889,28,187.429116433,7.97945163834
"NGC 4472","M  49",12889,29,187.445885142,7.97967367662
"NGC 4472","M  49",12889,30,187.424905931,7.98001307142
"NGC 4472","M  49",12889,31,187.454264676,7.98090920834
"NGC 4472","M  49",12889,32,187.385361037,7.98107995914
"NGC 4472","M  49",12889,33,187.393655041,7.9809759971
"NGC 4472","M  49",12889,34,187.422533535,7.98165973415
"NGC 4472","M  49",12889,35,187.386444112,7.98259303211
"NGC 4472","M  49",12889,36,187.422693409,7.98444910976
"NGC 4472","M  49",12889,37,187.441904916,7.98763167906
"NGC 4472","M  49",12889,38,187.439124103,7.98765619318
"NGC 4472","M  49",12889,39,187.460601926,7.98879207327
"NGC 4472","M  49",12889,40,187.4131196,7.98891592344
"NGC 4472","M  49",12889,41,187.442292658,7.98959148812
"NGC 4472","M  49",12889,42,187.444056363,7.99021609756
"NGC 4472","M  49",12889,43,187.448914186,7.99039384446
"NGC 4472","M  49",12889,44,187.417047071,7.99089658293
"NGC 4472","M  49",12889,45,187.451274087,7.99231266182
"NGC 4472","M  49",12889,46,187.473820388,7.9938619636
"NGC 4472","M  49",12889,47,187.413142478,7.99479668726
"NGC 4472","M  49",12889,48,187.420432027,7.99516359472
"NGC 4472","M  49",12889,49,187.458887983,7.99546006205
"NGC 4472","M  49",12889,50,187.452498204,7.99533846447
"NGC 4472","M  49",12889,51,187.417546235,7.99566082252
"NGC 4472","M  49",12889,52,187.454249529,7.99599719744
"NGC 4472","M  49",12889,53,187.431322172,7.99647358039
"NGC 4472","M  49",12889,54,187.437584967,7.99729523147
"NGC 4472","M  49",12889,55,187.472194836,7.99768733814
"NGC 4472","M  49",12889,56,187.433328761,7.99758341465
"NGC 4472","M  49",12889,57,187.44943716,7.99773421225
"NGC 4472","M  49",12889,58,187.442789265,7.99784206285
"NGC 4472","M  49",12889,59,187.452361568,7.99838476266
"NGC 4472","M  49",12889,60,187.445606012,7.99868809125
"NGC 4472","M  49",12889,61,187.470275186,7.99900078662
"NGC 4472","M  49",12889,62,187.445063624,7.99925524718
"NGC 4472","M  49",12889,63,187.465479386,7.99987972022
"NGC 4472","M  49",12889,64,187.436095732,8.00011870422
"NGC 4472","M  49",12889,65,187.468852366,8.00047410803
"NGC 4472","M  49",12889,66,187.445018051,8.00074354563
"NGC 4472","M  49",12889,67,187.420906322,8.00081889518
"NGC 4472","M  49",12889,68,187.42638661,8.00214358639
"NGC 4472","M  49",12889,69,187.449840107,8.00224421397
"NGC 4472","M  49",12889,70,187.444772359,8.00233980666
"NGC 4472","M  49",12889,71,187.48510457,8.00253275064
"NGC 4472","M  49",12889,72,187.476091104,8.0026153411
"NGC 4472","M  49",12889,73,187.461961578,8.00268830667
"NGC 4472","M  49",12889,74,187.455504064,8.0035288897
"NGC 4472","M  49",12889,75,187.446115179,8.00360399848
"NGC 4472","M  49",12889,76,187.460032207,8.00373657504
"NGC 4472","M  49",12889,77,187.423344729,8.00391321025
"NGC 4472","M  49",12889,78,187.438884751,8.00455364233
"NGC 4472","M  49",12889,79,187.472326388,8.00718566152
"NGC 4472","M  49",12889,80,187.448631075,8.00737466697
"NGC 4472","M  49",12889,81,187.438971575,8.00802361091
"NGC 4472","M  49",12889,82,187.409791577,8.00829354074
"NGC 4472","M  49",12889,83,187.484809685,8.00844360373
"NGC 4472","M  49",12889,84,187.393826219,8.00882455822
"NGC 4472","M  49",12889,85,187.4494467,8.01017224145
"NGC 4472","M  49",12889,86,187.429386435,8.01097653374
"NGC 4472","M  49",12889,87,187.432344048,8.01128282731
"NGC 4472","M  49",12889,88,187.434125787,8.01161638031
"NGC 4472","M  49",12889,89,187.423526288,8.01229225342
"NGC 4472","M  49",12889,90,187.407326182,8.01263517245
"NGC 4472","M  49",12889,91,187.39557555,8.01352066877
"NGC 4472","M  49",12889,92,187.508621733,8.01391871492
"NGC 4472","M  49",12889,93,187.431889823,8.01430996998
"NGC 4472","M  49",12889,94,187.472282579,8.01480209487
"NGC 4472","M  49",12889,95,187.476152582,8.01603736685
"NGC 4472","M  49",12889,96,187.43988494,8.01635073977
"NGC 4472","M  49",12889,97,187.423287224,8.01633893499
"NGC 4472","M  49",12889,98,187.42348176,8.01722454883
"NGC 4472","M  49",12889,99,187.469271273,8.01929855379
"NGC 4472","M  49",12889,100,187.499786817,8.02060142746
"NGC 4472","M  49",12889,101,187.443158466,8.02417909912
"NGC 4472","M  49",12889,102,187.441291086,8.02410524891
"NGC 4472","M  49",12889,103,187.440522305,8.02475849242
"NGC 4472","M  49",12889,104,187.439901224,8.02473250604
"NGC 4472","M  49",12889,105,187.41447515,8.02865733226
"NGC 4472","M  49",12889,106,187.469706544,8.03219713582
"NGC 4472","M  49",12889,107,187.43965249,8.03363906412
"NGC 4472","M  49",12889,108,187.520595312,8.03563599925
"NGC 4472","M  49",12889,109,187.437576527,8.03683699001
"NGC 4472","M  49",12889,110,187.387823438,8.03825753337
"NGC 4472","M  49",12889,111,187.463143854,8.04026340925
"NGC 4472","M  49",12889,112,187.409104631,8.04298902238
"NGC 4472","M  49",12889,113,187.473744274,8.04466505604
"NGC 4472","M  49",12889,114,187.472365774,8.05253165425
"NGC 4472","M  49",12889,115,187.403601768,8.0528980928
"NGC 4472","M  49",12889,116,187.430544349,8.06039389215
"NGC 4472","M  49",12889,117,187.422414332,8.0608552956
"NGC 4472","M  49",12889,118,187.4944079,8.07115634435
"NGC 4472","M  49",12889,119,187.643368783,8.09064278008
"NGC 4472","M  49",12889,120,187.644648571,8.09099341789
"NGC 4472","M  49",12889,121,187.411169318,8.11084964635
"NGC 4472","M  49",12889,122,187.489351739,8.13365301732
"NGC 4472","M  49",12889,123,187.486462427,8.15280975884
"NGC 4472","M  49",12889,124,187.493252544,8.16933617038
"NGC 4472","M  49",12889,125,187.437156399,7.87767265734
"NGC 4472","M  49",12889,126,187.415858303,7.89213599664
"NGC 4472","M  49",12889,127,187.479102569,7.93848853141
"NGC 4472","M  49",12889,128,187.372041261,7.94524503437
"NGC 4472","M  49",12889,129,187.506196125,7.95556244153
"NGC 4472","M  49",12889,130,187.386467048,7.96066627898
"NGC 4472","M  49",12889,131,187.408987589,7.97734668369
"NGC 4472","M  49",12889,132,187.397757203,7.93551860699
"NGC 346","NGC   346",1881,1,14.4028658558,-72.3263867447
"NGC 346","NGC   346",1881,2,14.3967199726,-72.3253176779
"NGC 346","NGC   346",1881,3,14.8054937189,-72.2718878652
"NGC 346","NGC   346",1881,4,14.9702328164,-72.2587016103
"NGC 346","NGC   346",1881,5,14.6293592157,-72.2581317492
"NGC 346","NGC   346",1881,6,14.8571216775,-72.2422993643
"NGC 346","NGC   346",1881,7,14.8819525318,-72.2384250646
"NGC 346","NGC   346",1881,8,14.7544654762,-72.2249542757
"NGC 346","NGC   346",1881,9,14.3867299307,-72.217274723
"NGC 346","NGC   346",1881,10,14.7643036588,-72.2066643445
"NGC 346","NGC   346",1881,11,14.5108251896,-72.2018526247
"NGC 346","NGC   346",1881,12,14.2191051269,-72.2011035251
"NGC 346","NGC   346",1881,13,15.1793887041,-72.1926136438
"NGC 346","NGC   346",1881,14,15.0967444705,-72.1916397307
"NGC 346","NGC   346",1881,15,14.3063057068,-72.1788796045
"NGC 346","NGC   346",1881,16,14.8606919766,-72.1649797605
"NGC 346","NGC   346",1881,17,14.4247462397,-72.1509595501
"NGC 346","NGC   346",1881,18,14.6265001884,-72.1447823684
"NGC 346","NGC   346",1881,19,14.5391774295,-72.1406816669
"NGC 346","NGC   346",1881,20,14.460121223,-72.132286846
"NGC 346","NGC   346",1881,21,14.8927639426,-72.130538833
"NGC 346","NGC   346",1881,22,15.2627813999,-72.1160339837
"NGC 346","NGC   346",1881,23,14.6158289174,-72.0831830257
"NGC 346","NGC   346",1881,24,15.0651434648,-72.0789232725
"NGC 346","NGC   346",1881,25,14.6569038553,-72.0567631947
"NGC 346","NGC   346",1881,26,15.2669567028,-72.1685718863
"NGC 346","NGC   346",1881,27,14.6655782215,-72.0411754477
"NGC 346","NGC   346",1881,28,14.8959471733,-72.0366207782
"M31","M  31",2902,1,10.357769059,40.9793582387
"M31","M  31",2902,2,10.5926636771,40.9903265162
"M31","M  31",2902,3,10.5660371686,41.0206589108
"NGC1399","NGC  1399",9530,1,54.6719588273,-35.5260736167
"NGC1399","NGC  1399",9530,2,54.6422776648,-35.4975099315
"NGC1399","NGC  1399",9530,3,54.5913223662,-35.4912544579
"NGC1399","NGC  1399",9530,4,54.5527421291,-35.4824548799
"NGC1399","NGC  1399",9530,5,54.7027948312,-35.4762697985
"NGC1399","NGC  1399",9530,6,54.5724195426,-35.4681410922
"NGC1399","NGC  1399",9530,7,54.5431365408,-35.4666089682
"NGC1399","NGC  1399",9530,8,54.6054019998,-35.4648190783
"NGC1399","NGC  1399",9530,9,54.6156607492,-35.46400565
"NGC1399","NGC  1399",9530,10,54.6533803641,-35.4630373414
"NGC1399","NGC  1399",9530,11,54.6081274448,-35.4617215016
"NGC1399","NGC  1399",9530,12,54.6069243095,-35.4615414231
"NGC1399","NGC  1399",9530,13,54.6884741397,-35.4604266168
"NGC1399","NGC  1399",9530,14,54.6104333604,-35.4589492531
"NGC1399","NGC  1399",9530,15,54.5787386572,-35.4589160717
"NGC1399","NGC  1399",9530,16,54.6378728902,-35.4587946596
"NGC1399","NGC  1399",9530,17,54.6071646298,-35.4582777608
"NGC1399","NGC  1399",9530,18,54.6188075579,-35.4558920267
"NGC1399","NGC  1399",9530,19,54.6175561331,-35.453103105
"NGC1399","NGC  1399",9530,20,54.6346755618,-35.4528786073
"NGC1399","NGC  1399",9530,21,54.6110663894,-35.4525011353
"NGC1399","NGC  1399",9530,22,54.6357734423,-35.4515086636
"NGC1399","NGC  1399",9530,23,54.6346789251,-35.450620873
"NGC1399","NGC  1399",9530,24,54.6208681234,-35.450402735
"NGC1399","NGC  1399",9530,25,54.6365018049,-35.4496236644
"NGC1399","NGC  1399",9530,26,54.6326765385,-35.4469974406
"NGC1399","NGC  1399",9530,27,54.6151672675,-35.4468131517
"NGC1399","NGC  1399",9530,28,54.6347276129,-35.4461354502
"NGC1399","NGC  1399",9530,29,54.7149153088,-35.445593934
"NGC1399","NGC  1399",9530,30,54.5088642803,-35.4406912901
"NGC1399","NGC  1399",9530,31,54.6324596279,-35.4345157791
"NGC1399","NGC  1399",9530,32,54.6206693508,-35.4341463122
"NGC1399","NGC  1399",9530,33,54.6131177593,-35.4336979123
"NGC1399","NGC  1399",9530,34,54.6408949634,-35.4324150326
"NGC1399","NGC  1399",9530,35,54.6066494206,-35.432279799
"NGC1399","NGC  1399",9530,36,54.6615033992,-35.4318814084
"NGC1399","NGC  1399",9530,37,54.6157932809,-35.4240907457
"NGC1399","NGC  1399",9530,38,54.6051430417,-35.4228406149
"NGC1399","NGC  1399",9530,39,54.6234876446,-35.4179939568
"NGC1399","NGC  1399",9530,40,54.5835710942,-35.4129370678
"NGC1399","NGC  1399",9530,41,54.6802208302,-35.4040290199
"NGC1399","NGC  1399",9530,42,54.5071964249,-35.403443245
"NGC1399","NGC  1399",9530,43,54.6302174247,-35.4032379253
"NGC1399","NGC  1399",9530,44,54.6763798093,-35.4002821554
"NGC1399","NGC  1399",9530,45,54.5010646462,-35.3926006303
"NGC1399","NGC  1399",9530,46,54.639026641,-35.3840374187
"NGC1399","NGC  1399",9530,47,54.6062799387,-35.3790140786
"NGC1399","NGC  1399",9530,48,54.5215729223,-35.3775042935
"NGC1399","NGC  1399",9530,49,54.5902784156,-35.3758355333
"NGC1399","NGC  1399",9530,50,54.4789550354,-35.3464984666
"NGC1399","NGC  1399",9530,51,54.4951567889,-35.3300774681
"NGC1399","NGC  1399",9530,52,54.8334673752,-35.4895261082
"NGC 602","NGC   602",10986,1,22.6110773207,-73.5761288917
"NGC 602","NGC   602",10986,2,22.3758688392,-73.5529744686
"NGC 602","NGC   602",10986,3,21.9419287001,-73.5490382547
"NGC 602","NGC   602",10986,4,22.0998774389,-73.5033290301
"NGC 602","NGC   602",10986,5,22.4406774751,-73.4568170328
"NGC 4478","NGC  4478",8047,1,187.705650692,12.3908438271
"NGC 4478","NGC  4478",8047,2,187.702556113,12.3919701032
"NGC 3351","M  95",5929,1,160.959977559,11.627400775
"NGC 3351","M  95",5929,2,160.998073432,11.7020190526
"NGC 3351","M  95",5929,3,160.990074815,11.7021938818
"NGC 3351","M  95",5929,4,160.989051746,11.7034197523
"NGC 3351","M  95",5929,5,160.986739008,11.7057512056
"NGC 3351","M  95",5929,6,160.970331143,11.7066821744
"NGC 3351","M  95",5929,7,161.041739042,11.7229530376
"NGC 3351","M  95",5929,8,160.992007778,11.7044639603
"NGC 3351","M  95",5929,9,160.990171039,11.7050037506
"NGC 3351","M  95",5929,10,161.266070362,11.7522063032
"NGC4258","M 106",1618,1,184.770028695,47.2677066585
"NGC4258","M 106",1618,2,184.741087346,47.2687859745
"NGC4258","M 106",1618,3,184.706200859,47.2796026354
"NGC4258","M 106",1618,4,184.72698422,47.2803074914
"NGC4258","M 106",1618,5,184.682866044,47.2921756414
"NGC4258","M 106",1618,6,184.690483142,47.3022726996
"NGC4258","M 106",1618,7,184.738871761,47.3034216017
"NGC4258","M 106",1618,8,184.739617563,47.3040064738
"NGC4258","M 106",1618,9,184.735776562,47.3072976706
"NGC4258","M 106",1618,10,184.689276669,47.3092231472
"NGC4258","M 106",1618,11,184.741275425,47.3188032194
"NGC4258","M 106",1618,12,184.663872104,47.3220115829
"NGC4258","M 106",1618,13,184.697276058,47.339617615
"NGC4258","M 106",1618,14,184.732718782,47.3400540472
"NGC4258","M 106",1618,15,184.729181331,47.3407428819
"NGC4258","M 106",1618,16,184.711444782,47.3427681826
"NGC4258","M 106",1618,17,184.735090205,47.3570648487
"NGC 1365","NGC  1365",6868,1,53.3039552579,-36.1983657848
"NGC 1365","NGC  1365",6868,2,53.394210958,-36.160121723
"NGC 1365","NGC  1365",6868,3,53.4018682552,-36.1413068972
"NGC 1365","NGC  1365",6868,4,53.4003350189,-36.1423414882
"NGC 1365","NGC  1365",6868,5,53.4013774899,-36.1416854737
"NGC 1365","NGC  1365",6868,6,53.401511146,-36.1403789379
"NGC 1365","NGC  1365",6868,7,53.3998239012,-36.1389753919
"NGC 1365","NGC  1365",6868,8,53.3816021579,-36.1357228079
"NGC 1365","NGC  1365",6868,9,53.4242848473,-36.1253826438
"NGC 2865","NGC  2865",2020,1,140.834568432,-23.20587269
"NGC 2865","NGC  2865",2020,2,140.896230809,-23.1721823895
"NGC 2865","NGC  2865",2020,3,140.87585003,-23.1613917894
"NGC 2865","NGC  2865",2020,4,140.82340189,-23.1152631468
"NGC 2865","NGC  2865",2020,5,140.952580651,-23.2876447326
"NGC 4449","NGC  4449",10125,1,187.03882753,44.0857321749
"NGC 4449","NGC  4449",10125,2,187.016288929,44.095572732
"NGC 4449","NGC  4449",10125,3,187.040443256,44.0981852254
"NGC 4449","NGC  4449",10125,4,187.074244292,44.1094902382
"NGC 4449","NGC  4449",10125,5,187.046662206,44.1107623909
"NGC 4449","NGC  4449",10125,6,187.045619447,44.1135422593
"NGC 4449","NGC  4449",10125,7,187.055211935,44.115559839
"SN2011ja","SN 2011ja",13791,1,196.339598927,-49.5985230466
"SN2011ja","SN 2011ja",13791,2,196.177343227,-49.5803975483
"SN2011ja","SN 2011ja",13791,3,196.336637627,-49.5691162915
"SN2011ja","SN 2011ja",13791,4,196.280764686,-49.5661484962
"SN2011ja","SN 2011ja",13791,5,196.320960366,-49.5341822692
"SN2011ja","SN 2011ja",13791,6,196.290777894,-49.5286710506
"SN2011ja","SN 2011ja",13791,7,196.296157384,-49.5239615073
"SN2011ja","SN 2011ja",13791,8,196.370775553,-49.495584146
"SN2011ja","SN 2011ja",13791,9,196.343799678,-49.4930283352
"SN2011ja","SN 2011ja",13791,10,196.397918543,-49.4864157344
"SN2011ja","SN 2011ja",13791,11,196.3470363,-49.4859106484
"SN2011ja","SN 2011ja",13791,12,196.345245694,-49.4836304989
"SN2011ja","SN 2011ja",13791,13,196.356119626,-49.4755850195
"SN2011ja","SN 2011ja",13791,14,196.341481095,-49.4739000966
"SN2011ja","SN 2011ja",13791,15,196.327269119,-49.473236835
"SN2011ja","SN 2011ja",13791,16,196.364465051,-49.4680321016
"SN2011ja","SN 2011ja",13791,17,196.344529486,-49.4646368965
"SN2011ja","SN 2011ja",13791,18,196.338251624,-49.4613567716
"SN2011ja","SN 2011ja",13791,19,196.340323744,-49.4601792506
"SN2011ja","SN 2011ja",13791,20,196.386633047,-49.4594883817
"SN2011ja","SN 2011ja",13791,21,196.387807747,-49.4591471304
"SN2011ja","SN 2011ja",13791,22,196.343220621,-49.4493294531
"SN2011ja","SN 2011ja",13791,23,196.408036501,-49.4294216893
"SN2011ja","SN 2011ja",13791,24,196.421124535,-49.4338400881
"NGC 5204 X-1","[FK2005] 23",3933,1,202.462265155,58.2964766302
"NGC 5204 X-1","[FK2005] 23",3933,2,202.410898612,58.4181904013
"NGC 5204 X-1","[FK2005] 23",3933,3,202.413386677,58.4252933714
"NGC5813","NGC  5813",13255,1,225.263310482,1.65406123302
"NGC5813","NGC  5813",13255,2,225.279229179,1.66179937539
"NGC5813","NGC  5813",13255,3,225.254619816,1.68884273123
"NGC5813","NGC  5813",13255,4,225.318912549,1.69287973466
"NGC5813","NGC  5813",13255,5,225.270438981,1.69344172658
"NGC5813","NGC  5813",13255,6,225.295252086,1.69531952665
"NGC5813","NGC  5813",13255,7,225.297007703,1.70190274345
"NGC5813","NGC  5813",13255,8,225.342747154,1.70847552866
"NGC5813","NGC  5813",13255,9,225.273269051,1.72533016219
"NGC5813","NGC  5813",13255,10,225.341516027,1.7337233484
"NGC5813","NGC  5813",13255,11,225.246930797,1.80810743701
"NGC5813","NGC  5813",13255,12,225.384249865,1.84567860248
"NGC5813","NGC  5813",13255,13,225.297580576,1.70028460689
"NGC5813","NGC  5813",13255,14,225.296036948,1.70282388305
"NGC5813","NGC  5813",13255,15,225.294857008,1.70502285615
"NGC5813","NGC  5813",13255,16,225.296084827,1.70639224748
"NGC5813","NGC  5813",13255,17,225.452710669,1.73428654706
"NGC5813","NGC  5813",13255,18,225.217340408,1.91598936007
"NGC5813","NGC  5813",13255,19,225.29356218,1.70122216584
"NGC 7331","NGC  7331",2198,1,339.410442704,34.3735033607
"NGC 7331","NGC  7331",2198,2,339.292964318,34.3967981938
"NGC 7331","NGC  7331",2198,3,339.264373642,34.4093216066
"NGC 7331","NGC  7331",2198,4,339.263814646,34.4145039529
"NGC 7331","NGC  7331",2198,5,339.266852789,34.4154977805
"NGC 7331","NGC  7331",2198,6,339.289446446,34.417580165
"NGC 7331","NGC  7331",2198,7,339.260576967,34.417968092
"NGC 7331","NGC  7331",2198,8,339.265816988,34.4187981999
"NGC 7331","NGC  7331",2198,9,339.272508149,34.4259899658
"NGC 7331","NGC  7331",2198,10,339.283618024,34.4333328683
"NGC 7331","NGC  7331",2198,11,339.216123356,34.4335850736
"NGC 7331","NGC  7331",2198,12,339.277528665,34.4388612659
"NGC 7331","NGC  7331",2198,13,339.273453568,34.4481149492
"NGC7507","NGC  7507",11344,1,348.041520228,-28.5849841737
"NGC7507","NGC  7507",11344,2,348.027408864,-28.5357540928
"NGC7507","NGC  7507",11344,3,347.98069846,-28.5307074458
"M83","M  83",12995,1,204.258451959,-29.9215597346
"M83","M  83",12995,2,204.230944661,-29.9189654841
"M83","M  83",12995,3,204.248295919,-29.9037379755
"M83","M  83",12995,4,204.267884468,-29.9009242112
"M83","M  83",12995,5,204.238699777,-29.8942521703
"M83","M  83",12995,6,204.215474899,-29.8933335739
"M83","M  83",12995,7,204.256191768,-29.8906416553
"M83","M  83",12995,8,204.252695539,-29.888747326
"M83","M  83",12995,9,204.26029658,-29.8885985276
"M83","M  83",12995,10,204.220370203,-29.8877973798
"M83","M  83",12995,11,204.205059866,-29.8842359246
"M83","M  83",12995,12,204.241223892,-29.8840749856
"M83","M  83",12995,13,204.244351862,-29.8795298486
"M83","M  83",12995,14,204.254437853,-29.8792572784
"M83","M  83",12995,15,204.272932271,-29.8760778205
"M83","M  83",12995,16,204.271434051,-29.8685859023
"M83","M  83",12995,17,204.252890759,-29.8683949512
"M83","M  83",12995,18,204.251116194,-29.8682048853
"M83","M  83",12995,19,204.249102072,-29.8681227439
"M83","M  83",12995,20,204.255199678,-29.8666853457
"M83","M  83",12995,21,204.251760904,-29.8665731249
"M83","M  83",12995,22,204.255023206,-29.8658243403
"M83","M  83",12995,23,204.25376718,-29.8655249928
"M83","M  83",12995,24,204.252021024,-29.8654401735
"M83","M  83",12995,25,204.302295548,-29.8651983887
"M83","M  83",12995,26,204.321677954,-29.8648080443
"M83","M  83",12995,27,204.251047158,-29.8645353826
"M83","M  83",12995,28,204.250003941,-29.8639189461
"M83","M  83",12995,29,204.310276895,-29.8635145709
"M83","M  83",12995,30,204.25252865,-29.8630061684
"M83","M  83",12995,31,204.250385431,-29.8626616398
"M83","M  83",12995,32,204.214727512,-29.8620298521
"M83","M  83",12995,33,204.255483614,-29.8600884568
"M83","M  83",12995,34,204.268282716,-29.8584769204
"M83","M  83",12995,35,204.256845229,-29.8577856576
"M83","M  83",12995,36,204.268274611,-29.8559349216
"M83","M  83",12995,37,204.224792411,-29.8540843305
"M83","M  83",12995,38,204.181417723,-29.8518478235
"M83","M  83",12995,39,204.243325593,-29.8512903072
"M83","M  83",12995,40,204.279668159,-29.8504123408
"M83","M  83",12995,41,204.218115939,-29.8462199889
"M83","M  83",12995,42,204.247783898,-29.8330362078
"M83","M  83",12995,43,204.318280335,-29.8275679428
"M83","M  83",12995,44,204.266200331,-29.8250647791
"M83","M  83",12995,45,204.236026224,-29.8200745566
"M83","M  83",12995,46,204.269855543,-29.8144387094
"M83","M  83",12995,47,204.24290553,-29.8092023917
"M83","M  83",12995,48,204.256935044,-29.7949504324
"M83","M  83",12995,49,204.2395652,-29.7913587394
"M83","M  83",12995,50,204.280479111,-29.7805236297
"M83","M  83",12995,51,204.190387147,-29.9859387531
"M83","M  83",12995,52,204.252201968,-29.869456815
"M83","M  83",12995,53,204.24419861,-29.7268541554
"NGC 5236","M  83",2064,1,204.258381927,-29.9217021198
"NGC 5236","M  83",2064,2,204.231192219,-29.9193949455
"NGC 5236","M  83",2064,3,204.267828021,-29.9010272782
"NGC 5236","M  83",2064,4,204.238614244,-29.8943147475
"NGC 5236","M  83",2064,5,204.256127124,-29.8907312559
"NGC 5236","M  83",2064,6,204.252612925,-29.888867875
"NGC 5236","M  83",2064,7,204.204575594,-29.882922456
"NGC 5236","M  83",2064,8,204.252873759,-29.8682434589
"NGC 5236","M  83",2064,9,204.249184319,-29.8681621555
"NGC 5236","M  83",2064,10,204.253850667,-29.8674792908
"NGC 5236","M  83",2064,11,204.253728811,-29.8656671169
"NGC 5236","M  83",2064,12,204.252031436,-29.8654187278
"NGC 5236","M  83",2064,13,204.249894098,-29.864003264
"NGC 5236","M  83",2064,14,204.256782196,-29.8578860131
"NGC 5236","M  83",2064,15,204.26819205,-29.8560187418
"NGC 5236","M  83",2064,16,204.181358903,-29.8519917568
"NGC 5236","M  83",2064,17,204.279579021,-29.8504919354
"NGC 5236","M  83",2064,18,204.247685789,-29.8331074328
"NGC 5236","M  83",2064,19,204.318357126,-29.8279876129
"NGC 5236","M  83",2064,20,204.235952147,-29.820215718
"NGC 5236","M  83",2064,21,204.25177337,-29.8669289444
"NGC 5236","M  83",2064,22,204.266061782,-29.825224335
"NGC3115","NGC  3115",12095,1,151.3939805,-7.81049942368
"NGC3115","NGC  3115",12095,2,151.319960638,-7.77974813974
"NGC3115","NGC  3115",12095,3,151.250228597,-7.76857300622
"NGC3115","NGC  3115",12095,4,151.309085776,-7.76241074617
"NGC3115","NGC  3115",12095,5,151.287101048,-7.7620903498
"NGC3115","NGC  3115",12095,6,151.283372958,-7.75939097209
"NGC3115","NGC  3115",12095,7,151.284409378,-7.74987084026
"NGC3115","NGC  3115",12095,8,151.290998301,-7.74583814671
"NGC3115","NGC  3115",12095,9,151.211601971,-7.74509890476
"NGC3115","NGC  3115",12095,10,151.259703359,-7.74367904166
"NGC3115","NGC  3115",12095,11,151.275352456,-7.74119188099
"NGC3115","NGC  3115",12095,12,151.307396261,-7.73795835047
"NGC3115","NGC  3115",12095,13,151.30576336,-7.72700723975
"NGC3115","NGC  3115",12095,14,151.25424,-7.72399838165
